id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
bd109947a06,2645755000,CHARLES HARTMAN & ASSOCIATES,CLEVELAND,OH,U.S. BANK NATIONAL ASSOCIATION,OH,17-Aug-07,2007,1,1.0,0,1,0,1,Y,N,31-Jan-08,"$43,878.00 ",$0.00 ,0
fbef8694384,1612575004,"MARKET ASSIST, LLC.",CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,11-Jan-06,2006,5,1.0,0,5,0,1,Y,N,31-Jan-06,"$41,287.00 ",$0.00 ,1
2806d916d2b,1348815004,"Barnyard Primitives, Inc.",Canal Winchester,OH,FIFTH THIRD BANK,OH,22-Jun-05,2005,5,2.0,0,5,1,1,N,N,31-Aug-05,"$452,000.00 ",$0.00 ,1
6fadee4351c,4110274005,KNICKERBOCKER GALLERY,LEBANON,OH,FIFTH THIRD BANCORP,OH,6-Dec-00,2001,5,2.0,0,0,1,2,N,N,31-Jul-01,"$400,000.00 ",$0.00 ,1
9087a1916ab,6965004010,TIFFANY'S CAFE,WAUSEON,OH,THE HUNTINGTON NATIONAL BANK,OH,26-Nov-03,2004,15,2.0,0,0,1,2,N,Y,31-Jan-04,"$40,000.00 ",$0.00 ,1
eec21e5de3d,1254735003,RED ONION CAFE INC.,MONROE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,1-Apr-05,2005,10,2.0,10,8,1,2,Y,N,31-Jul-05,"$20,000.00 ",$0.00 ,1
212bb293e9a,1025045004,"Quality Assured Cleaning, Inc.",LEWIS CENTER,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,20-Jul-04,2004,61,2.0,0,0,1,2,Y,N,31-Aug-04,"$187,847.00 ",$0.00 ,1
cfa91463f55,6488503007,JONICK DOCK & TERMINAL CO.,SHEFFIELD,OH,THE LORAIN NATIONAL BANK,OH,30-Mar-94,1994,115,1.0,0,0,1,0,N,N,30-Apr-94,"$400,000.00 ",$0.00 ,1
61f97f46579,4499153005,"ECOMAX, INC.",CLEVELAND,OH,THE HUNTINGTON NATIONAL BANK,OH,21-Jun-91,1991,2,2.0,0,0,1,0,N,N,31-Oct-91,"$175,000.00 ",$0.00 ,1
3cc0d03f441,3184034001,HARRISON IRRIGATION SERVICES I,PATASKALA,OH,"WESBANCO BANK, INC.",OH,16-Sep-99,1999,9,1.0,3,9,1,1,0,N,30-Nov-99,"$157,500.00 ",$0.00 ,1
247f25bf89d,3248815006,CINCINNATI NAILS,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,24-Oct-08,2009,20,1.0,0,20,0,1,Y,N,31-Mar-09,"$51,501.00 ",$0.00 ,1
c312e22f7d9,9854393005,THE NEW YORK BAGEL & DELI,NILES,OH,CORTLAND SAVINGS & BK. CO.,OH,19-Dec-96,1997,4,2.0,0,0,1,0,N,Y,28-Feb-97,"$13,500.00 ",$0.00 ,1
55050c07c84,5187614003,AMERICAN TAN,MORAINE,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,31-Jan-02,2002,2,1.0,0,0,1,2,0,Y,28-Feb-02,"$27,000.00 ",$0.00 ,0
661fd55c4cb,1829725002,SUPERIOR LANDSCAPE CONTRACTORS,WARREN,OH,CITIZENS BANK NATL ASSOC,RI,19-May-06,2006,6,1.0,0,6,0,1,N,N,31-May-06,"$27,000.00 ",$0.00 ,0
11336db1cd1,4551005007,SHOOT RITE SPORTING ARMS LLC,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,18-Feb-11,2011,1,2.0,2,3,0,1,Y,,1-Apr-11,"$15,000.00 ",$0.00 ,1
bc0256c7f7c,3994094010,BOVILLE INDUSTRIAL COATINGS IN,SMITHVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,5-Oct-00,2001,18,1.0,8,10,1,1,0,N,31-Oct-02,"$263,500.00 ",$0.00 ,1
7b08bb542e6,4744015006,United Truck Line Corp.,Huber Heights,OH,THE HUNTINGTON NATIONAL BANK,OH,23-Jun-11,2011,0,1.0,0,0,0,1,N,N,1-Jul-11,"$23,000.00 ",$0.00 ,1
4189c9c317b,1404944007,BUTLER HEATING,DAYTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,9-Jul-97,1997,39,1.0,0,0,1,0,0,N,30-Sep-97,"$680,000.00 ",$0.00 ,1
7ab7339e328,8326004002,A & K ISHVAR INC,MASON,OH,THE HUNTINGTON NATIONAL BANK,OH,20-Dec-04,2005,16,1.0,0,0,69134,2,0,N,31-Dec-04,"$1,875,000.00 ",$0.00 ,1
786a91c63b2,4945083009,"DALE CLEANERS, INC.",COLUMBUS,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,27-Jul-92,1992,72,1.0,0,0,1,0,N,N,31-Oct-92,"$238,000.00 ",$0.00 ,1
6a130979bb6,2961804008,A & E VENDING,FINDLAY,OH,FIRST FED. BK OF MIDWEST,OH,24-May-99,1999,2,1.0,0,0,1,0,0,Y,30-Jun-99,"$60,000.00 ",$0.00 ,1
bebdc984e9e,6044883004,"PLUS MANAGEMENT SERVICES, INC.",LIMA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,9-Nov-93,1994,112,1.0,0,0,1,0,N,N,31-Jan-94,"$200,000.00 ",$0.00 ,1
3b745603158,2364975000,NoahHershberger,Middlefield,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,30-Mar-07,2007,1,1.0,0,1,0,2,Y,N,31-May-07,"$28,128.00 ",$0.00 ,0
799561526cf,7339054000,LUCKY'S CARRYOUT,FINDLAY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,8-Apr-04,2004,5,1.0,0,5,1,2,0,N,30-Apr-04,"$60,700.00 ",$0.00 ,1
4f64c3eaa57,5522174000,A1A WATER DAMAGE RESTORATION,SPRINGBORO,OH,"PNC BANK, NATIONAL ASSOCIATION",IN,11-Jul-02,2002,12,1.0,0,0,1,2,0,Y,31-Jul-02,"$150,000.00 ",$0.00 ,1
08664e165ff,3267885000,"Erase Enterprises, Inc.",Gahanna,OH,THE HUNTINGTON NATIONAL BANK,OH,19-Nov-08,2009,0,1.0,0,0,0,1,Y,N,30-Nov-08,"$50,712.00 ",$0.00 ,0
795b92402fa,4401273009,ARBYS,CELINA,OH,GE CAP. SMALL BUS. FINAN CORP,TX,13-Mar-91,1991,40,1.0,0,0,5650,0,N,N,31-Jul-91,"$505,000.00 ",$0.00 ,1
f626ddd25c5,1022655004,Hershel I Shulman,COLUMBUS,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,13-Jul-04,2004,2,2.0,0,0,1,1,Y,N,31-Aug-04,"$10,530.00 ",$0.00 ,0
f661f8d22cd,4019794007,BELLERIA PIZZERIA,WARREN,OH,CORTLAND SAVINGS & BK. CO.,OH,23-Oct-00,2001,4,2.0,0,0,9709,1,0,Y,30-Jun-01,"$120,000.00 ",$0.00 ,1
c1b41d2d632,8744363001,ARNCO CORPORATION,ELYRIA,OH,GROWTH CAPITAL CORP.,OH,26-Oct-95,1996,19,1.0,11,0,1,0,N,N,15-May-96,"$372,000.00 ",$0.00 ,1
101ac81e5f1,1415184010,CARLSON WAGONLIT-CAREFREE TRAV,CINCINNATI,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,15-Jul-97,1997,4,1.0,0,0,1,0,N,N,30-Sep-97,"$150,000.00 ",$0.00 ,1
851912667a7,2354915000,Vascular Interventions and Ven,Myafield Village,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,26-Mar-07,2007,3,2.0,1,3,0,1,N,N,31-May-07,"$315,000.00 ",$0.00 ,1
bf0b36218d6,4492114008,SKYWAY DRIVE-IN,STOW,OH,THE HUNTINGTON NATIONAL BANK,OH,4-May-01,2001,3,1.0,2,3,1,1,0,N,31-May-01,"$10,000.00 ",$0.00 ,1
90a2c0cc585,2247154006,ONCE UPON A CHILD,MOUNT VERNON,OH,THE HUNTINGTON NATIONAL BANK,OH,10-Aug-98,1998,5,2.0,5,0,1,0,0,N,31-Aug-98,"$90,000.00 ",$0.00 ,1
84fe0f7a97a,5569954006,SUBWAY,ROCKY RIVER,OH,FIFTH THIRD BANK,OH,30-Jul-02,2002,6,2.0,0,0,78760,1,0,Y,31-Jan-03,"$112,000.00 ",$0.00 ,1
6e97f0ce12b,8954074002,APPLE TREE LANDSCAPING,WEST LIBERTY,OH,THE HUNTINGTON NATIONAL BANK,OH,28-Jun-05,2005,1,1.0,0,0,1,2,N,Y,31-Aug-05,"$95,500.00 ",$0.00 ,1
df668e37e2b,4750495006,"BBD Solutions, LLC",GRANVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,28-Jun-11,2011,4,1.0,0,4,0,1,Y,N,1-Sep-11,"$100,799.00 ",$0.00 ,1
a8e6e47bd0d,1978124007,"MAPLE HEIGHTS AUTO PARTS, LTD.",MAPLE HEIGHTS,OH,GROWTH CAPITAL CORP.,OH,13-Apr-98,1998,8,1.0,5,0,1,0,N,N,14-Oct-98,"$71,000.00 ",$0.00 ,1
493f256bbfe,6233493004,BEST GLASS,DAYTON,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,17-Feb-94,1994,10,1.0,0,0,1,0,N,N,30-Apr-94,"$118,000.00 ",$0.00 ,1
f0552c0ffcd,2499694000,"SPANGLER MOVING & STORAGE,INC.",GROVE CITY,OH,"WESBANCO BANK, INC.",OH,19-Nov-98,1999,11,1.0,0,0,1,0,N,N,31-May-99,"$47,000.00 ",$0.00 ,1
6ff70cf4ea3,4253543004,"TDS BUSINESSES, INC.",DAYTON,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,20-Sep-90,1990,7,1.0,0,0,1,0,N,N,31-Jan-91,"$70,000.00 ",$0.00 ,1
b369a7d359a,2812695004,PENKSA IMPROVEMENTS,CHESTERLAND,OH,CITIZENS BANK NATL ASSOC,RI,15-Nov-07,2008,1,1.0,0,1,0,2,N,N,30-Nov-07,"$15,000.00 ",$0.00 ,1
c5a7591f902,2958205000,JAMES BARRETT,FINDLAY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Feb-08,2008,2,2.0,2,2,0,2,T,N,29-Feb-08,"$37,424.00 ",$0.00 ,0
68617a8c4c3,6725174005,DAVIDSON RENTAL CENTER,NEW ALBANY,OH,CAPITAL ONE NATL ASSOC,VA,25-Sep-03,2003,6,1.0,0,6,1,1,0,N,31-Dec-03,"$50,000.00 ",$0.00 ,0
89f782bfefa,7293224007,PANOPTIC MEDIA,CINCINNATI,OH,CAPITAL ONE NATL ASSOC,VA,24-Mar-04,2004,6,1.0,0,0,1,1,0,Y,30-Apr-04,"$50,000.00 ",$0.00 ,1
0ce328128e7,6802903008,"FELLHAUER ELECTRIC, INC.",PORT CLINTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,9-May-94,1994,17,1.0,0,0,1,0,N,N,31-Jul-94,"$80,000.00 ",$0.00 ,1
84d8ad223c8,1226705008,"WELL DRESSED WINDOWS, INC.",SOLON,OH,CITIZENS BANK NATL ASSOC,RI,11-Mar-05,2005,2,1.0,0,2,1,1,Y,N,31-Oct-05,"$251,249.00 ",$0.00 ,1
429ef79396f,2475595007,Nicholas M. Federici dba FEDCO,Columbus,OH,THE HUNTINGTON NATIONAL BANK,OH,24-May-07,2007,0,1.0,0,0,0,1,Y,N,30-Jun-07,"$45,580.00 ",$0.00 ,1
cd93a510d58,5826664004,GREAT AMERICAN COOKIE COMPANY,DAYTON,OH,FIFTH THIRD BANK,OH,31-Oct-02,2003,27,1.0,0,0,35703,1,0,Y,31-Dec-02,"$41,000.00 ",$0.00 ,1
7a44acd36b0,3098894005,ELEPHANT BALLS INC,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,3-Aug-99,1999,2,1.0,1,2,1,1,0,N,31-Aug-99,"$63,600.00 ",$0.00 ,1
725b4ec84ce,5986154003,"PHYSICAL THERAPY OPTIONS, INC.",CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2-Jan-03,2003,12,1.0,0,0,1,1,N,N,31-Jan-03,"$234,000.00 ",$0.00 ,1
7d4e9c5a1c2,1387404006,"FISHER&SCHULLER, AN OHIO LLC",DEFIANCE,OH,KEYBANK NATIONAL ASSOCIATION,OH,27-Jun-97,1997,4,2.0,0,0,1,0,N,Y,30-Sep-97,"$100,000.00 ",$0.00 ,1
798bb00b52a,8868333005,DAR 'DOUS,CLEVELAND,OH,KEYBANK NATIONAL ASSOCIATION,OH,7-Dec-95,1996,1,2.0,0,0,1,0,N,Y,31-Jan-96,"$35,000.00 ",$0.00 ,1
e7be9de1576,3799115004,Jobi Fitness LLC,OXFORD,OH,U.S. BANK NATIONAL ASSOCIATION,OH,9-Dec-09,2010,1,2.0,1,2,0,1,Y,N,1-Jan-10,"$15,000.00 ",$0.00 ,1
ae3b571f406,2387474010,KNOWLEDGE DEVELOPMENT CENTER,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,14-Oct-98,1999,8,1.0,0,0,1,0,N,N,30-Nov-98,"$513,400.00 ",$0.00 ,1
a146adaf88f,1094575003,Capital Homecare Inc,Columbus,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,1-Nov-04,2005,4,2.0,0,0,1,1,Y,N,30-Nov-04,"$36,265.00 ",$0.00 ,1
08d7fdf61dc,2370694010,REHAB PLUS,STEUBENVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,2-Oct-98,1999,3,2.0,0,0,1,0,0,Y,30-Nov-98,"$26,500.00 ",$0.00 ,1
da4f1adac78,4826145003,"Clean Image of Ohio, LTD dba N",New Albany,OH,THE HUNTINGTON NATIONAL BANK,OH,17-Aug-11,2011,2,1.0,0,0,0,1,N,N,17-Aug-11,"$4,000.00 ",$0.00 ,1
ce65a0acf7a,7351004010,PAWSITIVELY PURRFECT PET SALON,LEWIS CENTER,OH,FIFTH THIRD BANK,OH,13-Apr-04,2004,4,1.0,0,0,1,2,0,Y,30-Jun-04,"$21,000.00 ",$0.00 ,1
6a75604ed32,3145165009,"Bud D'Amato Enterprises, Inc.",Groveport,OH,THE HUNTINGTON NATIONAL BANK,OH,2-Jul-08,2008,0,1.0,0,0,0,1,N,N,31-Jul-08,"$25,000.00 ",$0.00 ,0
7d9df63eea4,2819843001,MODERN TECHNOLOGIES CORP.,DAYTON,OH,COUNTY CORP DEVELOPMENT,OH,6-Jan-87,1987,75,1.0,27,48,0,0,N,N,13-May-87,"$383,000.00 ",$0.00 ,1
3e6ba79bbb9,6415884000,FULL THROTTLE WORKS,FINDLAY,OH,THE COMMERCIAL SAVINGS BANK,OH,17-Jun-03,2003,3,1.0,0,0,1,2,0,Y,31-Dec-03,"$112,000.00 ",$0.00 ,1
7de604eb18e,5153274010,MARKS ATS INC,MIAMI,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,11-Jan-02,2002,1,1.0,2,1,1,1,0,N,28-Feb-02,"$45,000.00 ",$0.00 ,1
ce46e58740d,2563405007,DIVERSIFIED CONCEPTS MARKETING,CANTON,OH,CAPITAL ONE NATL ASSOC,VA,10-Jul-07,2007,3,1.0,2,3,0,1,N,N,31-Jul-07,"$100,000.00 ",$0.00 ,0
ed4f396ee7b,2504445008,Mltw Machine & Tool Llc,MOUNT VERNON,OH,BBCN BANK,CA,8-Jun-07,2007,1,2.0,4,4,0,2,N,N,30-Jun-07,"$15,000.00 ",$0.00 ,1
80a2f1057d6,1723715001,DREAM DINNERS,LEWIS CENTER,OH,"BUSINESS LOAN CENTER, LLC",FL,21-Mar-06,2006,0,2.0,0,5,0,1,N,N,30-Sep-06,"$25,000.00 ",$0.00 ,0
f004fe855f6,5408664001,"A CHILD'S VIEW, INC.",NORTH OLMSTED,OH,"READYCAP LENDING, LLC",CA,20-May-02,2002,15,1.0,0,15,1,1,0,N,30-Jun-02,"$320,000.00 ",$0.00 ,0
c1911944bf3,9190803004,BEST WESTERN,LORAIN,OH,"READYCAP LENDING, LLC",CA,12-Apr-96,1996,5,2.0,0,0,39555,0,0,N,30-Nov-97,"$990,500.00 ",$0.00 ,1
90437f615a7,3153305003,Daniel Diamond dba Diamond Ins,Steubenville,OH,THE HUNTINGTON NATIONAL BANK,OH,11-Jul-08,2008,1,1.0,0,1,0,1,Y,N,31-Jul-08,"$13,987.00 ",$0.00 ,1
0fc489c7452,4356623007,MYERS & WATTERS CO.,TOLEDO,OH,KEYBANK NATIONAL ASSOCIATION,OH,29-Jan-91,1991,20,1.0,0,0,1,0,N,N,22-Mar-91,"$80,000.00 ",$0.00 ,1
a3623554a21,7078084010,FINEST BUILDERS INC,CLEVELAND,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,31-Dec-03,2004,6,1.0,0,6,1,1,Y,N,29-Feb-04,"$122,171.00 ",$0.00 ,1
ea345ce19b2,3511554002,EVERICH INC AND CANTON BANDAGE,EAST SPARTA,OH,GE CAP. SMALL BUS. FINAN CORP,TX,4-Jan-00,2000,9,1.0,0,9,8200,1,0,N,29-Feb-00,"$860,000.00 ",$0.00 ,1
2c117e99ddf,1951785002,"MAPLEGROVE CONSTRUCTION , INC.",INDEPENDENCE,OH,KEYBANK NATIONAL ASSOCIATION,OH,3-Aug-06,2006,2,1.0,0,2,0,1,Y,N,31-Aug-06,"$27,658.00 ",$0.00 ,1
04bdcaaf88b,3029545008,Danocom Corporation,Wadsworth,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,1-Apr-08,2008,1,2.0,15,1,0,1,N,N,31-May-08,"$145,500.00 ",$0.00 ,1
7ee22ae9b71,1258625002,GEORGE W. BIRSIC DBA LAKEWOOD,LAKEWOOD,OH,CITIZENS BANK NATL ASSOC,RI,6-Apr-05,2005,6,1.0,0,6,1,1,N,N,31-May-06,"$100,000.00 ",$0.00 ,1
d05f924b86e,9208323001,"FINE ACCENTS, INC.",ST. CLAIRSVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,19-Apr-96,1996,1,2.0,0,0,1,0,N,Y,31-Jul-96,"$75,000.00 ",$0.00 ,1
e841cdee93c,1671015000,"Scantland Industries, Inc.",AKRON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,20-Feb-06,2006,15,1.0,0,15,0,1,Y,N,28-Feb-06,"$148,722.00 ",$0.00 ,0
83e2d851544,1795245001,Derrick Yax dba Yax's Mobile A,Powell,OH,THE HUNTINGTON NATIONAL BANK,OH,1-May-06,2006,2,1.0,0,0,0,2,Y,N,30-Apr-08,"$56,045.00 ",$0.00 ,1
daaa3be6a07,3330255003,Buzzi's Laundromat & Laundry S,CUYAHOGA FALLS,OH,U.S. BANK NATIONAL ASSOCIATION,OH,27-Feb-09,2009,5,1.0,0,5,0,1,Y,N,31-Mar-09,"$22,606.00 ",$0.00 ,1
42d591248f3,2472364006,THE CARNEGIE BODY COMPANY,CLEVELAND,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,12-Nov-98,1999,90,1.0,0,0,1,0,N,N,31-Jan-99,"$192,933.00 ",$0.00 ,1
fd51e193361,1694394005,OAK #ONE FURNITURE WAREHOUSE,MANSFIELD,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,20-Nov-97,1998,2,2.0,0,0,1,0,0,N,28-Feb-98,"$32,700.00 ",$0.00 ,1
956d2e2ebc4,6723554008,RAINBOW STATION DAY CARE INC,REYNOLDSBURG,OH,FIFTH THIRD BANK,OH,25-Sep-03,2003,90,1.0,0,0,1,1,0,Y,31-Oct-03,"$146,748.00 ",$0.00 ,1
db8b8469ff6,8689923010,"KATZENSTEIN ENTERPRISES, INC",CINCINNATI,OH,KEYBANK NATIONAL ASSOCIATION,OH,29-Sep-95,1995,2,2.0,0,0,1,0,N,Y,31-Oct-95,"$40,000.00 ",$0.00 ,1
38cfacba260,5995153009,ARTHUR TREACHER'S,HARRISON,OH,NORTH SIDE BANK & TRUST CO.,OH,12-Oct-93,1994,12,2.0,0,0,6050,0,N,N,31-Jan-94,"$65,000.00 ",$0.00 ,1
f08be97cbe9,6285005002,"Honey Bee Cafe, LLC",SUGARCREEK,OH,FIRST FED. COMMUN BANK NATL AS,OH,3-Jul-13,2013,1,2.0,2,1,0,2,N,N,1-Aug-13,"$140,000.00 ",$0.00 ,1
fea8405273c,5401284002,KITTS' INC,PERRYSBURG,OH,THE HUNTINGTON NATIONAL BANK,OH,15-May-02,2002,14,1.0,11,14,1,1,0,N,30-Sep-02,"$222,600.00 ",$0.00 ,1
e80c7422c9c,1229044010,FAZOLI'S FAST FOOD ITALIAN RE,REYNOLDSBURG,OH,CITIZENS BANK,TN,13-May-97,1997,45,1.0,0,0,29720,0,N,N,31-Aug-97,"$665,000.00 ",$0.00 ,1
51569be0ebb,3319013008,"METAMORA OIL & GAS, INC.",METAMORA,OH,THE HUNTINGTON NATIONAL BANK,OH,20-Oct-88,1989,2,1.0,0,0,0,0,N,N,31-Jan-89,"$143,000.00 ",$0.00 ,1
f91d82a3fc8,4658035005,Scott's Equipment LLC,Bellefontaine,OH,THE HUNTINGTON NATIONAL BANK,OH,27-Apr-11,2011,2,1.0,0,0,0,1,Y,N,27-Apr-11,"$160,379.00 ",$0.00 ,1
a851482d7df,4338214005,KC PROPERTIES I LTD,POWELL,OH,THE HUNTINGTON NATIONAL BANK,OH,27-Feb-01,2001,2,2.0,1,2,1,1,0,N,31-Mar-01,"$1,155,300.00 ",$0.00 ,1
57227ecd2cc,2187384002,KRISTINE'S RESTAURANT,AUSTINTOWN,OH,THE CITIZENS SAVINGS BANK,OH,10-Jul-98,1998,30,2.0,0,0,1,0,0,Y,31-Aug-98,"$100,000.00 ",$0.00 ,0
1a278be3a1e,3765544010,SUTTON'S NUTRITIONAL SUPPLEMEN,TOLEDO,OH,THE HUNTINGTON NATIONAL BANK,OH,31-May-00,2000,1,1.0,0,0,1,1,0,Y,30-Nov-00,"$55,000.00 ",$0.00 ,1
5a4643d0ce0,2447335002,"T.D. Arnold Enterprises, LLC",FINDLAY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,10-May-07,2007,7,1.0,0,7,0,2,Y,N,31-May-07,"$29,899.00 ",$0.00 ,1
ceb0ca821dd,4484654006,TERI STUDIOS,CINCINNATI,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,2-May-01,2001,3,1.0,2,0,1,1,N,N,14-Nov-01,"$227,000.00 ",$0.00 ,1
b524a599b21,2069675001,Millenniuim Travels Inc.,POWELL,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,13-Oct-06,2007,3,1.0,3,3,0,2,Y,N,31-Oct-06,"$98,273.00 ",$0.00 ,0
be05d6a45f1,3323825010,John Zimmerman dba J Zimmerman,Marion,OH,THE HUNTINGTON NATIONAL BANK,OH,20-Feb-09,2009,0,1.0,0,0,0,1,Y,N,31-Mar-09,"$37,541.00 ",$0.00 ,1
f40cb79e497,1117095005,J & J Property,TALLMADGE,OH,"FIRSTMERIT BANK, N.A.",OH,2-Dec-04,2005,2,2.0,0,0,1,1,N,N,31-Mar-06,"$195,000.00 ",$0.00 ,1
c3ca018bee3,5704884002,PAPYRUS,COLUMBUS,OH,"KEY DIRECT, A BRANCH OF",OH,19-Sep-02,2002,5,2.0,0,0,61900,1,N,N,31-Mar-03,"$270,900.00 ",$0.00 ,1
63f4bd323bd,8380333001,"TROUP-JOFFE FURNITURE CO.,INC.",MIDDLETOWN,OH,1ST NATL BK OF GERMANTOWN,OH,31-May-95,1995,8,1.0,0,0,1,0,N,N,31-Jul-95,"$70,000.00 ",$0.00 ,1
63caf672da4,9030263009,ALPHA MATERL HNDLNG SYSTMS INC,HUDSON,OH,THE HUNTINGTON NATIONAL BANK,OH,23-Feb-96,1996,4,1.0,0,0,1,0,N,Y,30-Apr-96,"$100,000.00 ",$0.00 ,1
6b1afa34143,2849713009,"RITZMAN PHARMACIES, INC.",AKRON,OH,CASCADE CAPITAL CORPORATION,OH,11-Feb-87,1987,73,1.0,21,52,0,0,N,N,17-Jun-87,"$266,000.00 ",$0.00 ,1
1b56c9c4d8a,4265603006,MAIN STREET STATION,LOGAN,OH,THE CITIZENS BANK OF LOGAN,OH,28-Sep-90,1990,1,2.0,0,0,1,0,N,N,31-Jan-91,"$20,000.00 ",$0.00 ,1
539963f83e4,8151583002,BIZZARI BROTHERS,BELLAIRE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,8-Mar-95,1995,4,1.0,0,0,1,0,,Y,30-Apr-95,"$35,000.00 ",$0.00 ,1
4e06f18ae4c,2642653007,BUCKEYE TIRE COLUMBUS INC,COLUMBUS,OH,COMMUNITY CAP. DEVEL CORP,OH,10-Jun-86,1986,20,1.0,0,0,0,0,N,N,4-Feb-87,"$125,000.00 ",$0.00 ,1
9985d4d34a9,8249863001,ON Q PRODUCTIONS,WORTHINGTON,OH,"WESBANCO BANK, INC.",OH,11-Apr-95,1995,1,2.0,0,0,1,0,N,Y,31-Jul-95,"$29,500.00 ",$0.00 ,1
e44e15bf105,8339923010,DAIRY LAND EXPRESS,OBETZ,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-May-95,1995,4,2.0,0,0,1,0,N,N,31-Jul-95,"$32,790.00 ",$0.00 ,1
05557d6a26c,1811064000,"NABER METALS, INC.",CINCINNATI,OH,FIFTH THIRD BANK,OH,29-Jan-98,1998,5,2.0,0,0,51778,0,N,N,28-Feb-98,"$80,000.00 ",$0.00 ,1
2fa26d0747d,7552404008,CITGO,SEVILLE,OH,COMMUNITY SOUTH BANK,TN,23-Jun-04,2004,3,1.0,0,0,1,2,N,N,31-Jul-04,"$460,000.00 ",$0.00 ,1
d92481215e0,4072525002,"5th Addition, LLC",Cincinnati,OH,COMMUNITY SOUTH BANK,TN,11-May-10,2010,11,1.0,0,11,0,1,N,N,1-Jun-10,"$226,500.00 ",$0.00 ,1
2e7e2a35bce,1659734005,ARTIQUE ICE,CINCINNATI,OH,FIFTH THIRD BANK,OH,4-Nov-97,1998,4,1.0,0,0,1,0,N,Y,31-Jan-98,"$48,500.00 ",$0.00 ,1
f1b57875086,6382754010,"STYLE FURNITURE, INC.",MAINEVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,6-Jun-03,2003,2,2.0,0,0,1,1,0,Y,31-Jul-03,"$100,000.00 ",$0.00 ,1
7ed48df351b,4539785004,Heffernan LLC,Cleveland,OH,THE HUNTINGTON NATIONAL BANK,OH,10-Feb-11,2011,0,1.0,0,0,0,1,Y,N,1-May-11,"$27,997.00 ",$0.00 ,1
134c63f9d8c,3598824002,VIRTUAL PC'S,BOWLING GREEN,OH,THE HUNTINGTON NATIONAL BANK,OH,23-Feb-00,2000,4,1.0,0,0,1,1,0,Y,31-Mar-00,"$90,000.00 ",$0.00 ,1
7b8224c2737,2047885004,SRINIVAS GUNTUPALLI,LONDON,OH,U.S. BANK NATIONAL ASSOCIATION,OH,29-Sep-06,2006,5,1.0,1,6,0,1,N,N,30-Sep-06,"$30,000.00 ",$0.00 ,1
b9410342659,2207064009,"DRABIK, INC.",NEW PHILADELPHIA,OH,THE HUNTINGTON NATIONAL BANK,OH,21-Jul-98,1998,6,1.0,0,0,1,0,0,N,30-Sep-98,"$76,800.00 ",$0.00 ,1
ed4bda28030,3995554008,CONSTANCE CARE HOME HEALTHCARE,CIRCLEVILLE,OH,FIFTH THIRD BANK,OH,6-Oct-00,2001,25,2.0,0,0,1,1,0,Y,31-Oct-00,"$97,549.00 ",$0.00 ,1
